Total # Respondants,Total # Attendees,Avg Age of Attendees,Attendees %,Degrees %,Male %,Female %,Other Gender %,Avgerage Salary After BC
15620,953,31.07,6.10%,66.84%,59.54%,39.14%,1.32%,$63741.00
